ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_Spent,Total_Purchases,Total_Children,Customer_Days,Cluster,PCA1,PCA2
11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,74,232,10,1,4529,0,0.21260990914040362,-0.8030324472028687
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,45,76,6,1,4392,0,-1.8611415690320028,-0.5824260339800478
3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,49,54,6,1,4438,2,-1.9997447144164224,-0.3551793687236283
10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,57,201,9,1,4896,2,-1.0267279737254384,0.6806667010454512
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,42,406,12,1,4782,2,-0.522347722850578,0.45344010466034623
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,44,1919,19,0,4530,3,3.139542750048808,-0.2628713088877343
7822,1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,50,662,18,1,4594,3,0.8336114396573462,0.0014160596063577115
8541,1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,36,41,6,1,4317,0,-1.4319307013621925,-1.329444824074693
10955,1964,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,1,62,1600,13,0,4377,3,2.88343002544049,-1.2346854715736946
4368,1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,46,134,7,1,4412,0,-0.8688453518722272,-1.13012168229225
9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,0,1,58,69,6,2,4358,0,-2.6616952509301677,0.056388401150370235
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,53,21,4,2,4296,0,-2.1758842177479316,-1.1019302090554322
4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,63,54,5,2,4294,0,-1.2819762096934642,-1.3127311419206134
5371,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,0,1,37,91,6,1,4286,0,-1.8308786886304431,-1.2687519315320914
9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,55,526,16,1,4346,0,0.23576721074952947,-0.3849440988907729
9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,63,162,7,0,4641,2,-1.2871534434868703,-0.6771502692731223
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,1,77,1008,24,0,4439,3,2.9856858083117537,-0.8610463993853027
8692,1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,74,240,10,2,4859,1,-1.8614189163441468,2.3996511333104387
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,48,795,19,1,4689,1,0.6889768176408828,0.6020594841556667
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,44,1772,18,0,4654,3,3.03603340677084,-0.14404049532823512
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,56,64,6,0,4534,2,-1.1740807792817354,-1.1739994337647437
3174,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,67,1957,19,1,4607,3,2.293817548419786,0.7228506651465798
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,48,78,6,1,4497,0,-1.1638450618596432,-1.2273857060295683
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,46,1572,19,0,4582,3,3.0614626873019013,-0.6297731121652907
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,55,795,24,1,4573,3,1.5356997570410384,0.4108781111052351
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,56,889,21,1,4369,1,0.9964837656974823,0.6986256284406882
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,63,331,12,1,4440,0,-0.02656871381950062,-0.5481543428502371
4184,1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,76,265,10,1,4226,0,-0.21919777058928358,-1.3817433310698208
9120,1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,64,1065,15,1,4775,1,0.27881316907012604,1.8443215082108289
891,1951,Master,Together,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,75,11,3,2,4499,0,-1.9456193033066578,-1.0154399774808067
10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,47,21,3,1,4563,2,-1.2242934447559612,-0.9768988294341477
3525,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,56,17,3,2,4773,2,-2.083987619507702,-0.035278428529145305
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,52,369,11,1,4859,1,-0.7852461599647442,1.5755883658207435
3526,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,58,38,4,2,4357,0,-2.0664125642207645,-0.7327798952258845
8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,48,177,8,1,4493,2,-1.4712614918191413,-0.023267401434843633
1029,1970,PhD,Together,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,56,279,11,1,4536,0,0.036619281090107814,-0.6705462503943513
7369,1981,Master,Married,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,45,62,5,1,4474,2,-1.7158381927305117,-0.5670813923928455
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,49,1230,18,1,4718,1,1.0633677913431925,1.1070514544546937
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,58,182,8,2,4293,0,-1.491974406680585,-0.3483548887553936
1160,1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,56,49,6,2,4514,2,-2.817033098285153,0.44467713837662975
10242,1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,60,75,6,2,4490,0,-1.370356199741516,-0.5038718518964589
5253,1956,Master,Together,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,70,227,10,2,4559,1,-1.4452885541053304,1.5479760600815653
5966,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,0,52,215,10,2,4800,1,-1.4286104745994717,1.6803156960368626
5314,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,75,444,13,1,4672,1,-1.168652314861658,2.1189029182705448
5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,59,47,4,2,4456,0,-1.9417797529909466,-0.6298088419739032
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,75,143,6,0,4644,2,-1.088008337070108,-0.843515558429105
5756,1983,Graduation,Together,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,43,55,5,1,4291,0,-1.32803107526803,-1.2919913868641255
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,55,63,7,2,4276,0,-1.7738611885837483,-0.6297971951039737
9058,1955,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,71,1867,21,0,4848,3,3.1461643952639538,0.710105610377372
5057,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,65,611,18,1,4492,3,1.1396183947081047,-0.36329547028547005
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,0,71,473,15,1,4247,0,-0.28552286273849087,-0.3692075124641996
4179,1959,Graduation,Together,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,67,55,5,0,4517,0,-0.7814168539026765,-1.6070264572157116
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,1,1,42,81,5,1,4829,2,-1.4679486860433075,0.2654383538460096
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,1,51,2086,21,0,4768,3,3.8351372933372025,0.12716506829272978
4501,1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,61,1478,19,0,4435,3,2.8143202430779044,-0.8850060397544016
6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,49,49,4,1,4354,0,-1.1430892710179763,-1.8314940733056653
3075,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,54,382,14,0,4495,3,1.35972145685949,-1.4225470599640149
4992,1975,Master,Together,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,1,51,69,6,1,4487,2,-2.005957320781502,-0.4128811920089453
5252,1969,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,57,67,5,1,4815,2,-1.7530301229378753,-0.12478649412313436
7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,57,30,4,2,4457,0,-2.1668874804653417,-0.3685628907280915
6919,1978,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,48,63,6,1,4594,2,-1.6334110770152812,-0.18505178110433013
3537,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,45,79,7,1,4885,2,-1.7741419022053544,0.938474490821421
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,65,42,4,1,4697,2,-1.714536035524321,-0.5297657857942419
2453,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,66,819,20,1,4871,1,0.889622509332303,1.5330761039295915
7972,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,71,1151,16,0,4489,3,2.420919161745393,-0.9928812906080693
895,1948,PhD,Married,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,78,594,17,2,4771,1,0.010007996892053643,1.3479590587162873
1177,1966,Master,Together,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,60,129,7,2,4723,2,-1.682395559815279,1.1388155850682522
7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,1,40,213,8,1,4751,2,-2.234803823572878,1.1592207648429933
7232,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,53,67,5,1,4342,0,-1.0705786974535543,-1.223821928049486
8477,1956,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,70,28,4,3,4679,2,-2.7429301895145146,0.07656995137322853
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,51,45,4,1,4815,2,-1.7678167063743786,0.11313836576702241
988,1965,Graduation,Married,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,61,1193,17,0,4257,3,2.3658667401183258,-1.2688556014188204
7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,57,268,10,0,4518,2,-0.6464563799419406,-0.7405177200378413
4587,1944,Master,Widow,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,82,266,11,0,4550,0,0.411112981604232,-1.215909796031428
6682,1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,53,37,4,1,4769,2,-2.1339787891123487,-0.24361506245881634
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,59,37,5,3,4448,0,-2.8399921495713714,-0.22277192208213692
10299,1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,1,57,882,22,0,4801,3,1.2020727437925705,1.0665170523904444
3083,1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,52,373,13,2,4542,1,-1.2609026418007208,1.3301208605946284
8953,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,61,35,4,3,4623,2,-2.751465063628208,0.4549408860615175
1503,1976,PhD,Together,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,50,107,1,2,4595,3,1.7670867985214433,-1.118596511308671
8650,1978,Graduation,Widow,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,48,42,4,2,4672,0,-1.1297227794189173,-0.5472292078747989
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,66,326,12,1,4885,1,-0.4154758882133466,1.095895451194357
2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,65,404,14,1,4557,1,-0.21226061706336122,0.29529092654663325
6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,55,95,5,0,4554,2,-1.0870204980467775,-1.0915792819476677
10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,0,77,939,13,0,4315,3,2.0322276491492883,-1.7032324451748588
10708,1978,2n Cycle,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,48,33,4,1,4387,0,-1.5640346979965107,-1.3134126068357725
6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,71,981,20,0,4595,3,2.1846823794136223,-0.3647915032892833
3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,50,36,5,1,4729,2,-1.9134550601150278,-0.19413424391480408
10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,51,1237,19,1,4595,3,2.125910786901471,0.04763763243048257
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,66,1825,27,1,4850,1,1.6983042630241012,3.666147266750959
3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,49,103,6,2,4865,2,-2.367588914563492,1.3463426047116276
5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,49,191,9,1,4762,2,-1.7735732949969751,0.8727200824694289
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,56,1586,23,1,4426,3,1.3989777840676634,0.7657529878527197
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,68,963,13,0,4220,3,1.894102539262162,-1.9856009514119701
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,56,889,21,1,4369,1,0.9964837656974823,0.6986256284406882
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,0,1,66,93,6,0,4338,0,-1.0350353941184633,-1.6982444168443438
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,1,53,1587,20,0,4641,3,2.9269815534559527,-0.031213633973439077
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,64,16,3,3,4315,0,-2.386842856806031,-0.9346810900308572
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,74,1375,31,0,4594,3,3.142497350144426,0.5860710036445732
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,64,393,13,1,4741,2,0.23622123317995528,-0.17041745069801886
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,1,76,1477,21,1,4843,1,1.0078616789136285,2.598842373139084
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,0,0,55,1179,16,1,4439,3,1.7441646190510645,-0.36867958438034937
3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,66,1005,22,1,4836,1,1.6136211631013195,1.5428169927810327
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,78,1348,20,0,4251,3,2.7297131771347485,-1.2706838409486914
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,67,1307,19,1,4750,1,0.9711989858814684,1.7299874488955207
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,0,0,62,486,13,1,4622,2,-0.16004578503011702,-0.03557203393394724
1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,79,2252,12,0,4680,3,3.0126320664303563,-0.14176773819408497
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,55,235,10,2,4519,1,-1.53662963199138,1.5782215765318248
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,56,1724,30,0,4728,3,4.242326469252035,0.49424388482107123
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,56,235,10,1,4402,0,-0.10862005968858805,-1.274230451939218
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,49,1092,25,1,4241,3,1.9369192897180967,0.05389106797887595
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,68,599,15,1,4490,3,0.5352805606015032,-0.1653517313843315
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,66,2008,19,0,4336,3,3.955498184090168,-1.252937485935638
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,41,48,4,1,4875,2,-2.136144099600132,0.5343385622672091
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,52,1174,27,1,4890,1,1.4089971614835712,2.79719089009924
4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,76,67,6,1,4281,0,-0.2514611761678329,-2.038989233256911
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,71,365,13,1,4899,2,-0.6846914391795418,1.0442670811095531
5555,1975,Graduation,Divorced,153924.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,51,6,0,0,4346,3,2.545567157423366,-2.611557815509621
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,73,165,8,1,4380,0,-0.5445696652155855,-0.7622772329361318
946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,68,210,9,0,4849,2,-0.755188985250502,0.10365239522718585
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,79,1095,25,1,4506,3,1.9597433391387393,0.08709766029076652
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,0,0,60,223,8,3,4455,0,-1.909078592527219,0.6877365057710063
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,63,597,18,1,4773,1,0.18860014206925346,1.5246922677955843
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,41,22,3,1,4431,0,-2.0137992333329278,-1.2878606144934577
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,51,1064,23,1,4390,3,1.4868285728910882,-0.3310495127536852
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,46,74,5,0,4864,2,-1.415050382702493,-0.23314620524458998
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,70,26,4,0,4748,2,-1.4209091334052968,-0.837744351952637
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,67,60,4,0,4752,2,-1.6425068079752483,-0.5617337082394139
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,52,20,3,1,4613,2,-1.45795222596829,-0.7489866647651796
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,39,59,5,1,4481,0,-1.7474971478126207,-0.8885876300799108
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,58,34,4,1,4620,2,-1.906832845892416,-0.6012877109142567
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,55,198,9,2,4438,0,-0.6409337969662467,-0.31766762539017585
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,62,1048,25,1,4539,3,1.3083395516914023,0.9283883167164545
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,64,574,16,2,4437,1,-0.43504411112559865,1.1829503587456178
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,56,1029,13,1,4859,1,0.9583802465785053,1.2933414715158644
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,46,670,18,1,4399,3,1.1910374937181143,-0.31977587236063015
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,51,990,14,1,4779,1,-0.021654955779992647,1.0558628862998736
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,52,11,3,2,4242,0,-2.5244237055984007,-1.382211929310518
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,63,1241,18,1,4811,3,1.5088709543150443,1.4301583319050706
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,47,576,16,0,4382,3,1.8870742818228743,-1.4949450254146315
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,0,1,41,172,8,1,4582,2,-1.7797294327441355,0.6223936742463483
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,46,664,19,0,4392,3,1.8494928880974397,-1.2601353240852617
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,63,928,21,1,4458,3,1.05044794688161,0.2895093160516388
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,59,2074,29,0,4872,3,2.9010873793802996,1.679021646376774
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,44,467,14,0,4543,2,-0.18557151498825483,-0.48755727615631594
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,71,257,10,1,4452,0,-0.679791388221635,-0.666302820217447
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,59,1146,16,0,4396,3,2.255900288386739,-1.26567033265459
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,50,689,18,1,4683,3,0.9828235238616643,0.4741029733247841
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,1,54,2114,21,0,4859,3,3.6874545795989175,0.7643343412643322
1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,44,1717,29,0,4898,1,4.83989755328061,5.627656206593094
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,37,1346,20,0,4248,3,2.9305297535972588,-1.4157635930955776
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,57,1044,14,0,4476,3,1.9371293693005303,-1.1297032220264027
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,66,493,16,1,4837,1,-0.2915952891007894,2.214853458416144
